Date,Close
2011-01-03,4.2664
2011-01-04,4.1792
2011-01-05,4.223
2011-01-06,4.2064
2011-01-07,4.1466
2011-01-10,4.1792
2011-01-11,4.2827
2011-01-12,4.2774
2011-01-13,4.3158
2011-01-14,4.3373
2011-01-18,4.31
2011-01-19,4.1629
2011-01-20,4.1738
2011-01-21,4.1683
2011-01-24,4.1848
2011-01-25,3.9341
2011-01-26,3.9341
2011-01-27,3.9393
2011-01-28,3.7705
2011-01-31,3.8542
2011-02-01,4.2502
2011-02-02,4.2555
2011-02-03,4.1518
2011-02-04,4.1518
2011-02-07,4.2555
2011-02-08,4.3536
2011-02-09,4.3318
2011-02-10,4.2568
2011-02-11,4.3591
2011-02-14,4.4411
2011-02-15,4.3373
2011-02-16,4.2664
2011-02-18,4.2337
2011-02-22,4.2719
2011-02-23,4.2337
2011-02-24,4.2664
2011-02-25,4.3935
2011-02-28,4.5061
2011-03-01,4.3948
2011-03-02,4.3604
2011-03-03,4.513999999999999
2011-03-04,4.4918
2011-03-07,4.3591
2011-03-08,4.4869
2011-03-09,4.3169
2011-03-10,4.1633
2011-03-11,4.2509
2011-03-14,4.1964
2011-03-15,4.1359
2011-03-16,4.0703
2011-03-17,3.9369
2011-03-18,4.0375
2011-03-21,4.1964
2011-03-22,4.1197
2011-03-23,4.2456
2011-03-24,4.2619
2011-03-25,4.2955
2011-03-28,4.2783
2011-03-29,4.284
2011-03-30,4.2509
2011-03-31,4.2492
2011-04-01,4.1633
2011-04-04,4.2127
2011-04-05,4.1452
2011-04-06,4.0976
2011-04-07,4.1029
2011-04-08,4.1083
2011-04-11,4.0486
2011-04-12,3.9514
2011-04-13,3.9986
2011-04-14,4.1029
2011-04-15,4.1029
2011-04-18,4.1524
2011-04-19,4.1524
2011-04-20,4.2075
2011-04-21,4.1853
2011-04-25,4.1305
2011-04-26,4.1913
2011-04-27,4.1689
2011-04-28,4.1853
2011-04-29,4.2608
2011-05-02,4.1965
2011-05-03,4.1769
2011-05-04,4.1341
2011-05-05,4.0986
2011-05-06,4.0622
2011-05-09,4.0974
2011-05-10,4.0952
2011-05-11,4.0543
2011-05-12,4.1067
2011-05-13,4.0121
2011-05-16,3.9791
2011-05-17,3.968
2011-05-18,3.9514
2011-05-19,3.9957
2011-05-20,3.8255
2011-05-23,3.7738
2011-05-24,3.8681
2011-05-25,4.0069
2011-05-26,4.0069
2011-05-27,4.0153
2011-05-31,4.14
2011-06-01,3.9846
2011-06-02,4.0566
2011-06-03,3.9594
2011-06-06,3.8738
2011-06-07,3.9317
2011-06-08,4.0206
2011-06-09,4.0097
2011-06-10,3.9922
2011-06-13,3.9762
2011-06-14,4.0931
2011-06-15,4.0206
2011-06-16,4.11
2011-06-17,4.1042
2011-06-20,4.149
2011-06-21,4.0986
2011-06-22,4.0261
2011-06-23,3.9872
2011-06-24,4.043
2011-06-27,4.071000000000001
2011-06-28,4.071000000000001
2011-06-29,4.0319
2011-06-30,3.984
2011-07-01,4.0251
2011-07-05,4.0251
2011-07-06,4.0877
2011-07-07,4.2045
2011-07-08,4.1316
2011-07-11,4.1148
2011-07-12,4.0422
2011-07-13,4.1712
2011-07-14,4.1035
2011-07-15,4.1316
2011-07-18,4.053
2011-07-19,4.206
2011-07-20,4.1766
2011-07-21,4.3055
2011-07-22,4.1766
2011-07-25,4.1203
2011-07-26,4.0723
2011-07-27,3.9181
2011-07-28,3.9524
2011-07-29,3.9432
2011-08-01,4.0137
2011-08-02,4.1006
2011-08-03,4.2944
2011-08-04,4.0537
2011-08-05,4.0591
2011-08-08,3.7782
2011-08-09,4.0877
2011-08-10,3.7484
2011-08-11,4.0026
2011-08-12,3.884
2011-08-15,4.0254
2011-08-16,3.9801
2011-08-17,3.9744
2011-08-18,3.8049
2011-08-19,3.7599
2011-08-22,3.6751
2011-08-23,3.8276
2011-08-24,3.9463
2011-08-25,3.7769
2011-08-26,3.7536
2011-08-29,3.9406
2011-08-30,3.9463
2011-08-31,3.8596
2011-09-01,3.7318
2011-09-02,3.6327
2011-09-06,3.6111
2011-09-07,3.7501
2011-09-08,3.6277
2011-09-09,3.605
2011-09-12,3.8046
2011-09-13,3.9295
2011-09-14,3.9753
2011-09-15,3.9295
2011-09-16,3.9127
2011-09-19,3.8669
2011-09-20,3.9412
2011-09-21,3.8957
2011-09-22,3.8101
2011-09-23,3.9242
2011-09-26,4.0323
2011-09-27,3.9753
2011-09-28,3.793
2011-09-29,4.0379
2011-09-30,3.8745
2011-10-03,3.6507
2011-10-04,3.8987
2011-10-05,3.9491
2011-10-06,3.9779
2011-10-07,3.7959
2011-10-10,4.0036
2011-10-11,4.002
2011-10-12,4.1111
2011-10-13,4.14
2011-10-14,4.1339
2011-10-17,3.991
2011-10-18,4.2314
2011-10-19,4.0134
2011-10-20,4.14
2011-10-21,4.2031
2011-10-24,4.289
2011-10-25,4.1512
2011-10-26,4.2659
2011-10-27,4.3751
2011-10-28,4.3243
2011-10-31,4.2948
