Date,Close
2005-02-25,10.252
2005-02-28,10.244000000000002
2005-03-01,10.222000000000001
2005-03-02,10.222000000000001
2005-03-03,10.2
2005-03-04,10.158
2005-03-07,10.152000000000001
2005-03-08,10.059
2005-03-09,10.031
2005-03-10,9.959
2005-03-11,9.911
2005-03-14,9.925
2005-03-15,10.066
2005-03-16,10.011000000000001
2005-03-17,9.997
2005-03-18,9.937999999999999
2005-03-21,9.634
2005-03-22,9.541
2005-03-23,9.2859
2005-03-24,9.2398
2005-03-28,9.2175
2005-03-29,9.2612
2005-03-30,9.3407
2005-03-31,9.541
2005-04-01,9.65
2005-04-04,9.666
2005-04-05,9.767999999999999
2005-04-06,9.718
2005-04-07,9.844
2005-04-08,9.937999999999999
2005-04-11,9.814
2005-04-12,9.792
2005-04-13,9.844
2005-04-14,9.792
2005-04-15,9.807
2005-04-18,9.833
2005-04-19,10.031
2005-04-20,9.853
2005-04-21,10.005
2005-04-22,9.932
2005-04-25,10.207
2005-04-26,10.17
2005-04-27,10.138
2005-04-28,10.138
2005-04-29,10.117
2005-05-02,10.117
2005-05-03,10.082
2005-05-04,10.031
2005-05-05,10.052
2005-05-06,10.059
2005-05-09,10.031
2005-05-10,10.005
2005-05-11,10.011000000000001
2005-05-12,9.959
2005-05-13,9.991
2005-05-16,10.022
2005-05-17,10.158
2005-05-18,10.138
2005-05-19,10.09
2005-05-20,10.044
2005-05-23,10.044
2005-05-24,10.031
2005-05-25,9.997
2005-05-26,9.997
2005-05-27,9.997
2005-05-31,9.98
2005-06-01,10.031
2005-06-02,10.052
2005-06-03,10.252
2005-06-06,10.222000000000001
2005-06-07,10.229
2005-06-08,10.152000000000001
2005-06-09,10.213
2005-06-10,10.259
2005-06-13,10.273
2005-06-14,10.338
2005-06-15,10.322000000000001
2005-06-16,10.265999999999998
2005-06-17,10.338
2005-06-20,10.31
2005-06-21,10.265999999999998
2005-06-22,10.244000000000002
2005-06-23,10.2
2005-06-24,10.265999999999998
2005-06-27,10.386
2005-06-28,10.442
2005-06-29,10.509
2005-06-30,10.509
2005-07-01,10.470999999999998
2005-07-05,10.466
2005-07-06,10.605
2005-07-07,10.559000000000001
2005-07-08,10.546
2005-07-11,10.579
2005-07-12,10.605
2005-07-13,10.509
2005-07-14,10.523
2005-07-15,10.450999999999999
2005-07-18,10.392000000000001
2005-07-19,10.458
2005-07-20,10.470999999999998
2005-07-21,10.458
2005-07-22,10.442
2005-07-25,10.442
2005-07-26,10.509
2005-07-27,10.546
2005-07-28,10.599
2005-07-29,10.546
2005-08-01,10.594000000000001
2005-08-02,10.515999999999998
2005-08-03,10.509
2005-08-04,10.605
2005-08-05,10.587
2005-08-08,10.523
2005-08-09,10.587
2005-08-10,10.478
2005-08-11,10.470999999999998
2005-08-12,10.362
2005-08-15,10.322000000000001
2005-08-16,10.408
2005-08-17,10.408
2005-08-18,10.392000000000001
2005-08-19,10.357000000000001
2005-08-22,10.373
2005-08-23,10.485
2005-08-24,10.485
2005-08-25,10.470999999999998
2005-08-26,10.571
2005-08-29,10.466
2005-08-30,10.478
2005-08-31,10.478
2005-09-01,10.442
2005-09-02,10.529000000000002
2005-09-06,10.613
2005-09-07,10.478
2005-09-08,10.509
2005-09-09,10.534
2005-09-12,10.466
2005-09-13,10.421
2005-09-14,10.33
2005-09-15,10.165
2005-09-16,10.152000000000001
2005-09-19,10.138
2005-09-20,10.152000000000001
2005-09-21,10.222000000000001
2005-09-22,10.183
2005-09-23,10.252
2005-09-26,10.362
2005-09-27,10.265999999999998
2005-09-28,10.344000000000001
2005-09-29,10.344000000000001
2005-09-30,10.458
2005-10-03,10.494000000000002
2005-10-04,10.421
2005-10-05,9.826
2005-10-06,9.738999999999999
2005-10-07,9.767999999999999
2005-10-10,9.703
2005-10-11,9.725
2005-10-12,9.671
2005-10-13,9.601
2005-10-14,9.552
2005-10-17,9.546
2005-10-18,9.2859
2005-10-19,9.203
2005-10-20,9.3947
2005-10-21,9.503
2005-10-24,9.51
2005-10-25,9.4729
2005-10-26,9.4798
2005-10-27,9.533
2005-10-28,9.517000000000001
2005-10-31,9.4589
