Date,Close
2011-01-03,12.071
2011-01-04,11.982000000000001
2011-01-05,12.092
2011-01-06,11.960999999999999
2011-01-07,11.658
2011-01-10,11.894
2011-01-11,11.936
2011-01-12,12.134
2011-01-13,12.083
2011-01-14,12.280999999999999
2011-01-18,12.395
2011-01-19,12.247
2011-01-20,12.955
2011-01-21,12.635
2011-01-24,12.841
2011-01-25,13.009
2011-01-26,13.072000000000001
2011-01-27,13.03
2011-01-28,12.757
2011-01-31,12.777999999999999
2011-02-01,13.315999999999999
2011-02-02,13.418
2011-02-03,13.489
2011-02-04,13.556
2011-02-07,13.565
2011-02-08,13.737
2011-02-09,13.447000000000001
2011-02-10,14.515999999999998
2011-02-11,14.524000000000001
2011-02-14,14.251
2011-02-15,14.503
2011-02-16,14.503
2011-02-17,14.6
2011-02-18,14.533
2011-02-22,14.162
2011-02-23,13.825999999999999
2011-02-24,13.927
2011-02-25,14.154000000000002
2011-02-28,14.104000000000001
2011-03-01,13.59
2011-03-02,13.754000000000001
2011-03-03,13.859000000000002
2011-03-04,13.472000000000001
2011-03-07,13.258
2011-03-08,13.329
2011-03-09,13.186
2011-03-10,13.081
2011-03-11,13.013
2011-03-14,12.95
2011-03-15,12.811
2011-03-16,12.513
2011-03-17,12.605
2011-03-18,12.824000000000002
2011-03-21,12.87
2011-03-22,12.719000000000001
2011-03-23,12.908
2011-03-24,13.367
2011-03-25,13.342
2011-03-28,12.769
2011-03-29,13.081
2011-03-30,13.312000000000001
2011-03-31,13.064
2011-04-01,13.199000000000002
2011-04-04,13.210999999999999
2011-04-05,13.401
2011-04-06,13.405
2011-04-07,13.27
2011-04-08,13.106
2011-04-11,13.127
2011-04-12,12.921
2011-04-13,12.908
2011-04-14,12.984000000000002
2011-04-15,13.304
2011-04-18,13.11
2011-04-19,13.11
2011-04-20,13.367
2011-04-21,13.447000000000001
2011-04-25,13.872
2011-04-26,13.923
2011-04-27,14.322000000000001
2011-04-28,14.31
2011-04-29,14.474
2011-05-02,14.158
2011-05-03,14.116
2011-05-04,13.892999999999999
2011-05-05,13.754000000000001
2011-05-06,13.770999999999999
2011-05-09,13.939
2011-05-10,14.28
2011-05-11,14.019
2011-05-12,14.133
2011-05-13,14.129000000000001
2011-05-16,13.624
2011-05-17,13.742
2011-05-18,13.838
2011-05-19,13.847000000000001
2011-05-20,13.67
2011-05-23,13.312000000000001
2011-05-24,12.970999999999998
2011-05-25,12.921
2011-05-26,12.904000000000002
2011-05-27,12.912
2011-05-31,13.119000000000002
2011-06-01,12.895999999999999
2011-06-02,13.165
2011-06-03,12.753
2011-06-06,12.440999999999999
2011-06-07,12.593
2011-06-08,12.866
2011-06-09,12.904000000000002
2011-06-10,12.609000000000002
2011-06-13,12.567
2011-06-14,12.525
2011-06-15,12.062000000000001
2011-06-16,11.982000000000001
2011-06-17,12.134
2011-06-20,12.13
2011-06-21,12.534
2011-06-22,12.347999999999999
2011-06-23,12.311
2011-06-24,11.932
2011-06-27,12.083
2011-06-28,12.189
2011-06-29,12.988
2011-06-30,13.582
2011-07-01,13.779000000000002
2011-07-05,13.737
2011-07-06,13.855
2011-07-07,14.027999999999999
2011-07-08,14.065999999999999
2011-07-11,13.850999999999999
2011-07-12,13.577
2011-07-13,13.628
2011-07-14,13.548
2011-07-15,13.809000000000001
2011-07-18,13.763
2011-07-19,14.209000000000001
2011-07-20,13.96
2011-07-21,14.074000000000002
2011-07-22,14.099
2011-07-25,14.225999999999999
2011-07-26,14.487
2011-07-27,14.04
2011-07-28,14.036
2011-07-29,13.784
2011-08-01,13.897
2011-08-02,13.363
2011-08-03,13.573
2011-08-04,12.642999999999999
2011-08-05,12.332
2011-08-08,11.343
2011-08-09,12.694
2011-08-10,12.269
2011-08-11,12.71
2011-08-12,12.849
2011-08-15,13.001
2011-08-16,12.777999999999999
2011-08-17,12.731
2011-08-18,11.759
2011-08-19,11.431
2011-08-22,11.515
2011-08-23,12.172
2011-08-24,12.225999999999999
2011-08-25,11.923
2011-08-26,12.399000000000001
2011-08-29,12.832
2011-08-30,13.026
2011-08-31,12.992
2011-09-01,12.79
2011-09-02,12.378
2011-09-06,12.319
2011-09-07,12.520999999999999
2011-09-08,12.841
2011-09-09,11.978
2011-09-12,12.382
2011-09-13,12.374
2011-09-14,12.685
2011-09-15,13.485
2011-09-16,14.179
2011-09-19,13.931
2011-09-20,13.775
2011-09-21,13.569
2011-09-22,13.329
2011-09-23,13.502
2011-09-26,13.699000000000002
2011-09-27,13.687000000000001
2011-09-28,13.315999999999999
2011-09-29,12.908
2011-09-30,12.412
2011-10-03,11.831
2011-10-04,12.353
2011-10-05,12.849
2011-10-06,13.232000000000001
2011-10-07,13.077
2011-10-10,13.594000000000001
2011-10-11,13.817
2011-10-12,13.784
2011-10-13,13.779000000000002
2011-10-14,14.179
2011-10-17,13.981
2011-10-18,14.255
2011-10-19,13.965
2011-10-20,13.530999999999999
2011-10-21,13.519
2011-10-24,13.624
2011-10-25,13.329
2011-10-26,13.081
2011-10-27,13.59
2011-10-28,13.994000000000002
2011-10-31,13.395999999999999
