Date,Close
2017-01-03,0.6709999999999999
2017-01-04,0.6703
2017-01-05,0.68
2017-01-06,0.65
2017-01-09,0.66
2017-01-10,0.64
2017-01-11,0.6651
2017-01-12,0.67
2017-01-13,0.63
2017-01-17,0.6499
2017-01-18,0.645
2017-01-19,0.64
2017-01-20,0.6409
2017-01-23,0.575
2017-01-24,0.5103
2017-01-25,0.55
2017-01-26,0.5489999999999999
2017-01-27,0.5315
2017-01-30,0.53
2017-01-31,0.83
2017-02-01,0.7876
2017-02-02,0.78
2017-02-03,0.682
2017-02-06,0.6921
2017-02-07,0.71
2017-02-08,0.6803
2017-02-09,1.03
2017-02-10,0.91
2017-02-13,0.9
2017-02-14,0.87
2017-02-15,0.857
2017-02-16,0.8599
2017-02-17,0.96
2017-02-21,1.07
2017-02-22,1.06
2017-02-23,1.07
2017-02-24,1.15
2017-02-27,1.3
2017-02-28,1.19
2017-03-01,1.14
2017-03-02,1.2501
2017-03-03,1.24
2017-03-06,1.16
2017-03-07,1.14
2017-03-08,1.08
2017-03-09,1.18
2017-03-10,1.13
2017-03-13,1.16
2017-03-14,1.16
2017-03-15,1.1
2017-03-16,1.08
2017-03-17,1.01
2017-03-20,0.9924
2017-03-21,0.975
2017-03-22,0.9306
2017-03-23,1.0592
2017-03-24,1.0
2017-03-27,0.99
2017-03-28,0.98
2017-03-29,0.94
2017-03-30,0.95
2017-03-31,1.0
2017-04-03,0.9790000000000001
2017-04-04,0.9296
2017-04-05,0.9124
2017-04-06,0.9365
2017-04-07,0.9378
2017-04-10,0.9376
2017-04-11,0.9001
2017-04-12,0.87
2017-04-13,0.86
2017-04-17,0.86
2017-04-18,0.8205
2017-04-19,0.82
2017-04-20,0.8077
2017-04-21,0.7901
2017-04-24,0.79
2017-04-25,0.8
2017-04-26,0.8
2017-04-27,0.8162
2017-04-28,0.8556
2017-05-01,0.84
2017-05-02,0.83
2017-05-03,0.821
2017-05-04,0.81
2017-05-05,0.8107
2017-05-08,0.81
2017-05-09,0.818
2017-05-10,0.8
2017-05-11,0.79
2017-05-12,0.78
2017-05-15,0.79
2017-05-16,0.7706
2017-05-17,0.76
2017-05-18,0.7152
2017-05-19,0.7096
2017-05-22,0.69
2017-05-23,0.66
2017-05-24,0.6906
2017-05-25,0.6889
2017-05-26,0.68
2017-05-30,0.65
2017-05-31,0.66
2017-06-01,0.66
2017-06-02,0.6855
2017-06-05,0.6675
2017-06-06,0.6405
2017-06-07,0.65
2017-06-08,0.6304
2017-06-09,0.6351
2017-06-12,0.6101
2017-06-13,0.6202
2017-06-14,0.624
2017-06-15,0.61
2017-06-16,0.6
2017-06-19,0.6
2017-06-20,0.55
2017-06-21,0.52
2017-06-22,0.557
2017-06-23,0.5551
2017-06-26,0.535
2017-06-27,0.5301
2017-06-28,0.55
2017-06-29,0.55
2017-06-30,0.52957
2017-07-03,0.54
2017-07-05,0.5645
2017-07-06,0.5538
2017-07-07,0.535
2017-07-10,0.5245
2017-07-11,0.5335
2017-07-12,0.5319
2017-07-13,0.56
2017-07-14,0.68
2017-07-17,0.6959
2017-07-18,0.69
2017-07-19,0.73
2017-07-20,0.69
2017-07-21,0.71
2017-07-24,0.71
2017-07-25,0.6931
2017-07-26,0.6775
2017-07-27,0.66
2017-07-28,0.715
2017-07-31,0.56
2017-08-01,0.59
2017-08-02,0.56
2017-08-03,0.54
2017-08-04,0.5697
2017-08-07,0.56
2017-08-08,0.5332
2017-08-09,0.5025
2017-08-10,0.4994
2017-08-11,0.45948100000000003
2017-08-14,0.4509
2017-08-15,0.41
2017-08-16,0.37799999999999995
2017-08-17,0.4045
2017-08-18,0.405
2017-08-21,0.4
2017-08-22,0.37
2017-08-23,0.39
2017-08-24,0.49
2017-08-25,0.4
2017-08-28,0.3838
2017-08-29,0.39
2017-08-30,0.3903
2017-08-31,0.3734
2017-09-01,0.397
2017-09-05,0.41
2017-09-06,0.415
2017-09-07,0.44
2017-09-08,0.4279
2017-09-11,0.44
2017-09-12,0.47
2017-09-13,0.49700000000000005
2017-09-14,0.5
2017-09-15,0.41700000000000004
2017-09-18,0.4
2017-09-19,0.38
2017-09-20,0.392
2017-09-21,0.3901
2017-09-22,0.4088
2017-09-25,0.4854
2017-09-26,0.4685
2017-09-27,0.4197
2017-09-28,0.4018
2017-09-29,0.2
2017-10-02,0.2385
2017-10-03,0.2301
2017-10-04,0.215
2017-10-05,0.20800000000000002
2017-10-06,0.21
2017-10-09,0.203
2017-10-10,0.2052
2017-10-11,0.2087
2017-10-12,0.196
2017-10-13,0.193
2017-10-16,0.1885
2017-10-17,0.17800000000000002
2017-10-18,0.1825
2017-10-19,0.18600000000000003
2017-10-20,0.188
2017-10-23,0.19
2017-10-24,0.2006
2017-10-25,0.1939
2017-10-26,0.1852
2017-10-27,0.1845
2017-10-30,0.1825
2017-10-31,0.1819
