Date,Close
1993-01-04,10.431
1993-01-05,10.162
1993-01-06,9.987
1993-01-07,9.777000000000001
1993-01-08,9.67
1993-01-11,9.929
1993-01-12,10.136000000000001
1993-01-13,9.929
1993-01-14,10.136000000000001
1993-01-15,10.037
1993-01-18,10.296
1993-01-19,10.06
1993-01-20,9.754
1993-01-21,9.645
1993-01-22,10.113999999999999
1993-01-25,10.162
1993-01-26,10.195
1993-01-27,10.322000000000001
1993-01-28,10.454
1993-01-29,10.714
1993-02-01,10.947000000000001
1993-02-02,10.838
1993-02-03,10.637
1993-02-04,10.687000000000001
1993-02-05,10.814
1993-02-08,10.997
1993-02-09,11.105
1993-02-10,10.873
1993-02-11,10.637
1993-02-12,10.555
1993-02-16,10.405999999999999
1993-02-17,10.504000000000001
1993-02-18,10.504000000000001
1993-02-19,10.504000000000001
1993-02-22,10.662
1993-02-23,10.637
1993-02-24,10.786
1993-02-25,11.183
1993-02-26,11.307
1993-03-01,11.388
1993-03-02,11.280999999999999
1993-03-03,11.49
1993-03-04,11.415
1993-03-05,11.49
1993-03-08,11.673
1993-03-09,11.784
1993-03-10,11.622
1993-03-11,11.415
1993-03-12,11.573
1993-03-15,11.439
1993-03-16,11.466
1993-03-17,11.341
1993-03-18,11.364
1993-03-19,11.183
1993-03-22,11.155
1993-03-23,11.280999999999999
1993-03-24,10.637
1993-03-25,10.504000000000001
1993-03-26,10.687000000000001
1993-03-29,10.765
1993-03-30,10.405999999999999
1993-03-31,10.58
1993-04-01,10.786
1993-04-02,10.947000000000001
1993-04-05,10.947000000000001
1993-04-06,10.814
1993-04-07,10.873
1993-04-08,10.454
1993-04-12,10.605
1993-04-13,10.27
1993-04-14,10.195
1993-04-15,10.136000000000001
1993-04-16,10.195
1993-04-19,10.245999999999999
1993-04-20,10.530999999999999
1993-04-21,10.222000000000001
1993-04-22,10.087
1993-04-23,9.929
1993-04-26,10.06
1993-04-27,10.06
1993-04-28,10.37
1993-04-29,10.162
1993-04-30,10.113999999999999
1993-05-03,10.245999999999999
1993-05-04,10.245999999999999
1993-05-05,10.27
1993-05-06,10.037
1993-05-07,10.113999999999999
1993-05-10,10.162
1993-05-11,10.162
1993-05-12,9.987
1993-05-13,9.879
1993-05-14,9.962
1993-05-17,9.902999999999999
1993-05-18,10.195
1993-05-19,10.322000000000001
1993-05-20,10.245999999999999
1993-05-21,10.06
1993-05-24,10.345999999999998
1993-05-25,10.48
1993-05-26,10.972999999999999
1993-05-27,11.074000000000002
1993-05-28,10.972999999999999
1993-06-01,10.814
1993-06-02,11.207
1993-06-03,11.207
1993-06-04,11.23
1993-06-07,10.873
1993-06-08,10.873
1993-06-09,10.997
1993-06-10,10.922
1993-06-11,10.922
1993-06-14,10.814
1993-06-15,10.37
1993-06-16,10.48
1993-06-17,10.322000000000001
1993-06-18,10.27
1993-06-21,10.245999999999999
1993-06-22,10.245999999999999
1993-06-23,10.113999999999999
1993-06-24,10.136000000000001
1993-06-25,10.345999999999998
1993-06-28,10.48
1993-06-29,10.27
1993-06-30,10.27
1993-07-01,10.245999999999999
1993-07-02,10.037
1993-07-06,9.754
1993-07-07,9.693999999999999
1993-07-08,9.693999999999999
1993-07-09,9.693999999999999
1993-07-12,10.012
1993-07-13,9.902999999999999
1993-07-14,9.855
1993-07-15,9.879
1993-07-16,9.4941
1993-07-19,9.0774
1993-07-20,8.9174
1993-07-21,9.0774
1993-07-22,9.0187
1993-07-23,8.7847
1993-07-26,8.8189
1993-07-27,9.4941
1993-07-28,9.151
1993-07-29,9.125
1993-07-30,9.2603
1993-08-02,9.125
1993-08-03,9.0187
1993-08-04,9.2263
1993-08-05,9.1021
1993-08-06,9.0187
1993-08-09,8.968
1993-08-10,8.992
1993-08-11,8.7847
1993-08-12,8.6841
1993-08-13,8.6595
1993-08-16,8.5247
1993-08-17,8.9435
1993-08-18,8.892999999999999
1993-08-19,8.9435
1993-08-20,8.968
1993-08-23,9.2263
1993-08-24,9.125
1993-08-25,9.151
1993-08-26,9.151
1993-08-27,9.1771
1993-08-30,9.2845
1993-08-31,9.517999999999999
1993-09-01,9.545
1993-09-02,9.57
1993-09-03,9.517999999999999
1993-09-07,9.4604
1993-09-08,9.2263
1993-09-09,9.2263
1993-09-10,9.1021
1993-09-13,9.125
1993-09-14,9.0516
1993-09-15,9.0774
1993-09-16,9.0516
1993-09-17,9.0187
1993-09-20,8.7847
1993-09-21,8.759
1993-09-22,8.7096
1993-09-23,8.7096
1993-09-24,8.6841
1993-09-27,8.6841
1993-09-28,8.6841
1993-09-29,8.6595
1993-09-30,8.7332
1993-10-01,9.125
1993-10-04,9.204
1993-10-05,9.1021
1993-10-06,9.151
1993-10-07,9.151
1993-10-08,9.204
1993-10-11,9.1771
1993-10-12,9.1021
1993-10-13,8.968
1993-10-14,8.867
1993-10-15,9.2603
1993-10-18,9.151
1993-10-19,9.0187
1993-10-20,9.0774
1993-10-21,9.3605
1993-10-22,9.2603
1993-10-25,9.3361
1993-10-26,9.619
1993-10-27,9.57
1993-10-28,9.517999999999999
1993-10-29,9.57
