Date,Close
2012-01-03,7.1826
2012-01-04,7.1234
2012-01-05,7.1234
2012-01-06,6.8077
2012-01-09,6.6597
2012-01-10,6.7682
2012-01-11,6.709
2012-01-12,6.7781
2012-01-13,6.709
2012-01-17,6.8472
2012-01-18,6.8965
2012-01-19,8.6132
2012-01-20,8.337
2012-01-23,8.3764
2012-01-24,8.1791
2012-01-25,8.1002
2012-01-26,7.8634
2012-01-27,7.893
2012-01-30,7.9621
2012-01-31,7.9325
2012-02-01,7.8338
2012-02-02,7.9325
2012-02-03,8.0509
2012-02-06,8.189
2012-02-07,8.0607
2012-02-08,8.1594
2012-02-09,8.3468
2012-02-10,8.3863
2012-02-13,8.4554
2012-02-14,8.3863
2012-02-15,8.3863
2012-02-16,8.3863
2012-02-17,8.4159
2012-02-21,8.6527
2012-02-22,8.4652
2012-02-23,7.9127
2012-02-24,7.9621
2012-02-27,7.6957
2012-02-28,7.6858
2012-02-29,7.1826
2012-03-01,6.9952
2012-03-02,5.9197
2012-03-05,5.9
2012-03-06,5.9
2012-03-07,5.9987
2012-03-08,6.1565
2012-03-09,6.4131
2012-03-12,6.7288
2012-03-13,7.1333
2012-03-14,7.0642
2012-03-15,6.8373
2012-03-16,6.787999999999999
2012-03-19,6.857
2012-03-20,6.7189
2012-03-21,6.5808
2012-03-22,6.4624
2012-03-23,6.3933
2012-03-26,6.4328
2012-03-27,6.4624
2012-03-28,6.3243
2012-03-29,6.0677
2012-03-30,6.1664
2012-04-02,6.1664
2012-04-03,6.0283
2012-04-04,5.9789
2012-04-05,5.9888
2012-04-09,5.9
2012-04-10,5.8211
2012-04-11,6.2059
2012-04-12,5.9987
2012-04-13,5.9197
2012-04-16,5.4758
2012-04-17,5.604
2012-04-18,5.3278
2012-04-19,5.3870000000000005
2012-04-20,5.4264
2012-04-23,5.1995
2012-04-24,5.5744
2012-04-25,5.7816
2012-04-26,5.8014
2012-04-27,5.8211
2012-04-30,5.8901
2012-05-01,5.8605
2012-05-02,5.7816
2012-05-03,5.8014
2012-05-04,5.7619
2012-05-07,5.7718
2012-05-08,5.8014
2012-05-09,7.6858
2012-05-10,6.492000000000001
2012-05-11,6.2848
2012-05-14,6.1269
2012-05-15,5.9789
2012-05-16,5.9395
2012-05-17,5.9296
2012-05-18,5.8309
2012-05-21,5.8605
2012-05-22,5.9197
2012-05-23,6.3243
2012-05-24,6.9853
2012-05-25,6.9064
2012-05-29,6.8077
2012-05-30,6.5413
2012-05-31,6.4131
2012-06-01,6.1269
2012-06-04,6.2059
2012-06-05,6.5117
2012-06-06,6.709
2012-06-07,6.8373
2012-06-08,6.8176
2012-06-11,6.8176
2012-06-12,6.7978
2012-06-13,6.7584
2012-06-14,6.6893
2012-06-15,6.8373
2012-06-18,6.7485
2012-06-19,6.787999999999999
2012-06-20,6.8866
2012-06-21,6.9064
2012-06-22,6.9064
2012-06-25,6.8866
2012-06-26,6.6597
2012-06-27,6.7682
2012-06-28,6.5512
2012-06-29,6.7485
2012-07-02,6.6992
2012-07-03,6.7978
2012-07-05,6.787999999999999
2012-07-06,6.6893
2012-07-09,6.5019
2012-07-10,6.4525
2012-07-11,6.5906
2012-07-12,6.4624
2012-07-13,6.4229
2012-07-16,6.4427
2012-07-17,6.3341
2012-07-18,6.2552
2012-07-19,6.0184
2012-07-20,5.9197
2012-07-23,5.9691
2012-07-24,5.9395
2012-07-25,5.8211
2012-07-26,5.8112
2012-07-27,5.8507
2012-07-30,5.8803
2012-07-31,5.8605
2012-08-01,5.8309
2012-08-02,5.7718
2012-08-03,5.8704
2012-08-06,5.7718
2012-08-07,5.7619
2012-08-08,5.7915
2012-08-09,5.8408
2012-08-10,5.7915
2012-08-13,5.8507
2012-08-14,5.8507
2012-08-15,5.8309
2012-08-16,5.9197
2012-08-17,5.7619
2012-08-20,5.7224
2012-08-21,5.6632
2012-08-22,5.604
2012-08-23,5.4955
2012-08-24,5.456
2012-08-27,5.4264
2012-08-28,5.3376
2012-08-29,5.1798
2012-08-30,5.0712
2012-08-31,5.0811
2012-09-04,5.1798
2012-09-05,5.5448
2012-09-06,5.683
2012-09-07,6.0283
2012-09-10,6.047999999999999
2012-09-11,6.0973
2012-09-12,5.9888
2012-09-13,6.0973
2012-09-14,6.2355
2012-09-17,6.2157
2012-09-18,6.1763
2012-09-19,6.1072
2012-09-20,6.0283
2012-09-21,6.0776
2012-09-24,5.9099
2012-09-25,5.8803
2012-09-26,5.9987
2012-09-27,5.9
2012-09-28,5.7224
2012-10-01,5.8605
2012-10-02,5.6534
2012-10-03,5.5547
2012-10-04,5.535
2012-10-05,5.4955
2012-10-08,5.5843
2012-10-09,5.4856
2012-10-10,5.5054
2012-10-11,5.5152
2012-10-12,5.5744
2012-10-15,5.6731
2012-10-16,5.7718
2012-10-17,5.8605
2012-10-18,5.8112
2012-10-19,5.7816
2012-10-22,5.7422
2012-10-23,5.7027
2012-10-24,5.6928
2012-10-25,5.7816
2012-10-26,5.6928
2012-10-31,5.8014
